run_name,family,budget,content_run,row,scene,dataset_start_frame,duration_sec,section_idx,section_time_sec,context_slot,target_frame,candidate_count,traced_candidate_count,candidate_count_mismatch,selected_overlap,selected_memory_frame,selected_view_mismatch,selected_memory_corruption,selected_effective_mismatch,bank_oracle_frame,bank_oracle_view_mismatch,bank_oracle_memory_corruption,bank_oracle_effective_mismatch,full_oracle_frame,full_oracle_view_mismatch,full_oracle_memory_corruption,full_oracle_effective_mismatch,retention_gap,retrieval_gap,total_oracle_gap
baseline,Unbounded,,baseline,3,AncientTempleEnv_5,1368,60,3,7.6,38,267,225,225,0,0.9850074962518741,199,0.051520466804504395,0.3607567548751831,0.3690154552459717,27,0.29810893535614014,0.07034552097320557,0.25320255756378174,27,0.29810893535614014,0.07034552097320557,0.25320255756378174,0.0,0.11581289768218994,0.11581289768218994
baseline,Unbounded,,baseline,3,AncientTempleEnv_5,1368,60,3,7.6,57,286,225,225,0,0.9785831960461285,185,0.027936041355133057,0.3228629231452942,0.3570815920829773,27,0.2923903465270996,0.07034552097320557,0.2676693797111511,27,0.2923903465270996,0.07034552097320557,0.2676693797111511,0.0,0.08941221237182617,0.08941221237182617
baseline,Unbounded,,baseline,3,AncientTempleEnv_5,1368,60,4,10.133333333333333,0,305,301,301,0,0.9701726844583988,171,0.04012119770050049,0.25447678565979004,0.3058274984359741,27,0.27871739864349365,0.07034552097320557,0.25186073780059814,27,0.27871739864349365,0.07034552097320557,0.25186073780059814,0.0,0.05396676063537598,0.05396676063537598
baseline,Unbounded,,baseline,3,AncientTempleEnv_5,1368,60,4,10.133333333333333,19,324,301,301,0,0.9561815336463224,286,0.04653799533843994,0.3700578212738037,0.3310094475746155,103,0.26686978340148926,0.08552420139312744,0.2656538486480713,103,0.26686978340148926,0.08552420139312744,0.2656538486480713,0.0,0.06535559892654419,0.06535559892654419
baseline,Unbounded,,baseline,3,AncientTempleEnv_5,1368,60,4,10.133333333333333,38,343,301,301,0,0.8758915834522111,268,0.16882413625717163,0.36102592945098877,0.36577141284942627,43,0.31549930572509766,0.1621074676513672,0.27030426263809204,43,0.31549930572509766,0.1621074676513672,0.27030426263809204,0.0,0.09546715021133423,0.09546715021133423
baseline,Unbounded,,baseline,3,AncientTempleEnv_5,1368,60,4,10.133333333333333,57,362,301,301,0,0.7913165266106442,249,0.202561616897583,0.45839595794677734,0.4049123525619507,43,0.29008543491363525,0.1621074676513672,0.22256875038146973,43,0.29008543491363525,0.1621074676513672,0.22256875038146973,0.0,0.18234360218048096,0.18234360218048096
baseline,Unbounded,,baseline,3,AncientTempleEnv_5,1368,60,5,12.666666666666666,0,381,377,377,0,0.9401840490797546,376,0.1281479001045227,0.3534746766090393,0.4288843870162964,150,0.31824231147766113,0.32525765895843506,0.24831855297088623,150,0.31824231147766113,0.32525765895843506,0.24831855297088623,0.0,0.18056583404541016,0.18056583404541016
baseline,Unbounded,,baseline,3,AncientTempleEnv_5,1368,60,5,12.666666666666666,19,400,377,377,0,0.7528735632183908,376,0.5206232666969299,0.3534746766090393,0.5341737866401672,147,0.6586847305297852,0.6306310296058655,0.3153766393661499,147,0.6586847305297852,0.6306310296058655,0.3153766393661499,0.0,0.21879714727401733,0.21879714727401733
baseline,Unbounded,,baseline,3,AncientTempleEnv_5,1368,60,5,12.666666666666666,38,419,377,377,0,0.5754716981132075,227,0.5217173099517822,0.4853318929672241,0.5893734097480774,147,0.6443779468536377,0.6306310296058655,0.33482348918914795,147,0.6443779468536377,0.6306310296058655,0.33482348918914795,0.0,0.25454992055892944,0.25454992055892944
baseline,Unbounded,,baseline,3,AncientTempleEnv_5,1368,60,5,12.666666666666666,57,438,377,377,0,0.4587378640776699,225,0.5378334522247314,0.4988912343978882,0.44660985469818115,141,0.4581336975097656,0.37410062551498413,0.35032111406326294,141,0.4581336975097656,0.37410062551498413,0.35032111406326294,0.0,0.09628874063491821,0.09628874063491821
baseline,Unbounded,,baseline,3,AncientTempleEnv_5,1368,60,6,15.2,0,457,453,453,0,0.9520865533230294,452,0.08091181516647339,0.5131330490112305,0.45338428020477295,141,0.43242400884628296,0.37410062551498413,0.32771801948547363,141,0.43242400884628296,0.37410062551498413,0.32771801948547363,0.0,0.12566626071929932,0.12566626071929932
baseline,Unbounded,,baseline,3,AncientTempleEnv_5,1368,60,6,15.2,19,476,453,453,0,0.9891808346213292,445,0.11407554149627686,0.4872903823852539,0.6068407297134399,141,0.4784339666366577,0.37410062551498413,0.3890748620033264,141,0.4784339666366577,0.37410062551498413,0.3890748620033264,0.0,0.21776586771011353,0.21776586771011353
