angle,videos,frames,generated_seconds,gpu,torch,cuda_build,archive_frames_mean,archive_rgb_peak_mib_max,archive_feature_logical_peak_mib_max,host_rss_sampled_peak_gib_max,torch_allocated_rollout_peak_gib_max,torch_reserved_rollout_peak_gib_max,retrieval_queries_mean,retrieval_total_s_mean,retrieval_ms_per_query_mean,descriptor_and_update_total_s_mean,descriptor_and_update_ms_per_section_mean,bank_store_total_ms_mean,rollout_s_mean,descriptor_and_update_ms_per_section_median
90,5,153,5.066666666666666,NVIDIA H100 PCIe,2.5.1,12.4,32,41.25,1.593994140625,2.5340614318847656,16.305994987487793,18.52734375,76,3.7249315864406527,49.01225771632438,3.3691584805957975,1684.5792402978987,4.319081176072359,325.22408925117924,1341.4499922655523
360,5,609,20.266666666666666,NVIDIA H100 PCIe,2.5.1,12.4,32,41.25,1.593994140625,3.1279640197753906,16.306836128234863,18.548828125,532,27.00928031755611,50.76932390518066,12.189223916642367,1523.652989580296,7.4884384870529175,1316.8663622880354,1560.573423455935
